uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
13051,max_payne_2008,Max Payne,Max Payne,2008-10-15,35000000.0,85416905.0,25,5.2,613,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",When a Man Has Lost Everything. He Only has Revenge,4956,John Moore
49530,in_time_2011,In Time,In Time,2011-10-27,40000000.0,173930596.0,60,6.7,3417,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",Time Is Power,5226,Andrew Niccol
34806,the_back_up_plan_2010,The Back-Up Plan,The Back-Up Plan,2010-04-23,35000000.0,77477008.0,18,5.7,458,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.","Fall in love, get married, have a baby. Not necessarily in that order.",5386,Alan Poul
49022,something_borrowed_2011,Something Borrowed,Something Borrowed,2011-05-05,35000000.0,59901913.0,14,5.9,296,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",It's a thin line between love and friendship.,5387,Luke Greenfield
11469,black_knight_2001,Black Knight,Black Knight,2001-11-21,,,15,5.1,287,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.",It's only a flesh wound!,5388,Gil Junger
23479,the_bad_news_bears_1976,The Bad News Bears,The Bad News Bears,1976-04-07,35000000.0,35323292.0,6,6.9,97,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",The coach is waiting for his next beer. The pitcher is waiting for her first bra. The team is waiting for a miracle. Consider the possibilities.,5389,Michael Ritchie
11667,street_fighter_1994,Street Fighter,Street Fighter,1994-12-22,35000000.0,99423521.0,19,4.1,325,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,The fight to save the world is on!,5390,Steven E. de Souza
423,the_pianist_2002,The Pianist,The Pianist,2002-09-24,35000000.0,120072577.0,50,8.0,1864,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,Music was his passion. Survival was his masterpiece.,5096,Roman Polanski
2447,the_nativity_story_2006,The Nativity Story,The Nativity Story,2006-12-01,35000000.0,,3,6.4,35,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",Her child would change the world.,5293,Catherine Hardwicke
10066,house_of_wax_2005,House of Wax,House of Wax,2005-04-30,40000000.0,68766121.0,17,5.5,677,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,Prey. Slay. Display,5202,Jaume Collet-Serra
2288,closer_2004,Closer,Closer,2004-12-01,27000000.0,115505027.0,22,6.7,811,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.","If you believe in love at first sight, you never stop looking.",5031,Mike Nichols
88794,j_edgar_2011,J. Edgar,J. Edgar,2011-11-09,35000000.0,84606030.0,28,6.0,741,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",The most powerful man in the world.,5087,Clint Eastwood
13515,mirrors_2008,Mirrors,Mirrors,2008-08-15,35000000.0,72436439.0,19,6.0,485,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,There is evil...On the other side.,5391,Alexandre Aja
11979,queen_of_the_damned_2002,Queen of the Damned,Queen of the Damned,2002-02-10,35000000.0,45479110.0,11,5.4,239,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?",This time there are no interviews.,5392,Michael Rymer
169,predator_2_1990,Predator 2,Predator 2,1990-11-20,35000000.0,57120318.0,27,5.9,730,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",Silent. Invisible. Invincible. He's in town with a few days to kill.,5008,Stephen Hopkins
8090,untraceable_2008,Untraceable,Untraceable,2008-01-22,35000000.0,32483410.0,12,5.9,238,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",A cyber killer has finally found the perfect accomplice: You.,5063,Gregory Hoblit
11622,blast_from_the_past_1999,Blast from the Past,Blast from the Past,1999-02-12,35000000.0,40263020.0,8,6.3,245,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",She'd never met anyone like him. He's never met anyone... Period.,5393,Hugh Wilson
3604,flash_gordon_1980,Flash Gordon,Flash Gordon,1980-09-01,35000000.0,27107960.0,12,6.1,233,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",He'll save every one of us!,5394,Mike Hodges
9541,jersey_girl_2004,Jersey Girl,Jersey Girl,2004-03-25,35000000.0,36098382.0,14,5.8,325,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.",He wanted it all...but he got more than he bargained for.,5369,Kevin Smith
94348,alex_cross_2012,Alex Cross,Alex Cross,2012-10-18,45000000.0,30353232.0,14,5.1,300,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",Don't Ever Cross Alex Cross,4810,Rob Cohen
8197,midnight_in_the_garden_of_good_and_evil_1997,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,1997-11-21,35000000.0,25105255.0,5,6.3,157,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",,5087,Clint Eastwood
336004,heist_2015,Heist,Heist,2015-11-13,8900000.0,4100000.0,15,5.6,318,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",Never make a bet you can't afford to lose.,5395,Scott Mann
35019,nanny_mcphee_and_the_big_bang_2010,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,2010-03-26,35000000.0,93246388.0,23,6.0,436,"Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",You'll Believe That Pigs Can Fly!,5396,Susanna White
10410,hoffa_1992,Hoffa,Hoffa,1992-12-25,35000000.0,,5,6.1,81,"Jack Nicholson's portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro (Danny DeVito). The film follows Hoffa through his countless battles with the RTA and President Roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975.",,5236,Danny DeVito
8836,the_x_files_i_want_to_believe_2008,The X Files: I Want to Believe,The X Files: I Want to Believe,2008-07-24,30000000.0,68369434.0,25,5.5,523,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.","To find the truth, you must believe.",5397,Chris Carter
